NAME_CD	NAME	SOURCE_CD
GELAT	rough avens	UP
GELI2	false toadflax	UP
GELI3	narrowleaf gentian	UP
GEMA	spotted geranium	UP
GEMA4	largeleaf avens	UP
GEMAM	largeleaf avens	UP
GEMAP	largeleaf avens	UP
GEMO	dovefoot geranium	UP
GENIS	broom	UP
GENTI	gentian	UP
GENTI2	dwarf gentian	UP
GENTI3	fringed gentian	UP
GEOCA	false toadflax	UP
GEPR4	meadow geranium	UP
GEPU2	small geranium	UP
GEPU5	downy gentian	UP
GEPY	hedgerow geranium	UP
GEQU2	agueweed	UP
GEQUO	agueweed	UP
GEQUQ	agueweed	UP
GERAN	geranium	UP
GERI2	purple avens	UP
GERO	Robert geranium	UP
GERU	closed gentian	UP
GESA	harvestbells	UP
GESA2	bloody geranium	UP
GESAS	harvestbells	UP
GESE3	crested gentian	UP
GESI2	Siberian geranium	UP
GETI	Dyer's greenweed	UP
GETR	old man's whiskers	UP
GETRT	old man's whiskers	UP
GEUM	avens	UP
GEUR	herb bennet	UP
GEVE	spring avens	UP
GEVE3	veiny geranium	UP
GEVI4	cream avens	UP
GEVI5	striped gentian	UP
GEVI6	lesser fringed gentian	UP
GIAC2	California gilia	UP
GIACM	California gilia	UP
GIBI2	maidenhair tree	UP
GICA5	bluehead gilia	UP
GICAC3	bluehead gilia	UP
GILIA	gilia	UP
GINKG	ginkgo	UP
GLAC	creeping mannagrass	UP
GLADI	gladiolus	UP
GLAND	mock vervain	UP
GLAQ	water locust	UP
GLAR	Arkansas mannagrass	UP
GLAUC	hornpoppy	UP
GLBI2	Dakota mock vervain	UP
GLBIB	Dakota mock vervain	UP
GLBO	small floating mannagrass	UP
GLCA	rattlesnake mannagrass	UP
GLCA2	rose mock vervain	UP
GLCO3	blackspot hornpoppy	UP
GLECH	glechoma	UP
GLEDI	locust	UP
GLFL	yellow hornpoppy	UP
GLFL2	water mannagrass	UP
GLGR	American mannagrass	UP
GLGRG	American mannagrass	UP
GLHE2	ground ivy	UP
GLLA	limp mannagrass	UP
GLLE3	American licorice	UP
GLMA3	reed mannagrass	UP
GLMA4	soybean	UP
GLME2	melic mannagrass	UP
GLOB	Atlantic mannagrass	UP
GLOSS2	glossostigma	UP
GLPE	Peruvian mock vervain	UP
GLSE3	floating mannagrass	UP
GLST	fowl mannagrass	UP
GLTR	honeylocust	UP
GLYCE	mannagrass	UP
GLYCI	soybean	UP
GLYCY	licorice	UP
GNAPH	cudweed	UP
GNUL	marsh cudweed	UP
GOGL	common globe amaranth	UP
GOHI	upland cotton	UP
GOHIH2	upland cotton	UP
GOMPH	globe amaranth	UP
GOOB2	western rattlesnake plantain	UP
GOODY	rattlesnake plantain	UP
GOPU	downy rattlesnake plantain	UP
GORE2	lesser rattlesnake plantain	UP
GOSSY	cotton	UP
GOTE	checkered rattlesnake plantain	UP
GRATI	hedgehyssop	UP
COMAN	bastard toadflax	UP
COMAO	summer coralroot	UP
COMAR3	comarum	UP
COMI2	smallflower fumewort	UP
COMIA2	smallflower fumewort	UP
COMIM2	smallflower fumewort	UP
COMME	dayflower	UP
COMO9	star-mustard	UP
COMOR	star-mustard	UP
COMPT	sweet fern	UP
CONIO	hemlockparsley	UP
CONIU	poison hemlock	UP
CONOC4	thoroughwort	UP
CONOP	squawroot	UP
CONRI	hare's ear mustard	UP
CONSO	knight's-spur	UP
CONU3	crown tickseed	UP
CONVA	lily of the valley	UP
CONVO	bindweed	UP
CONYZ	horseweed	UP
COOB9	silky dogwood	UP
COOD	autumn coralroot	UP
COODO	autumn coralroot	UP
COODP	autumn coralroot	UP
COOR	hare's ear mustard	UP
COPA10	stiff tickseed	UP
COPA28	purple marshlocks	UP
COPA3	maiden blue eyed Mary	UP
COPA38	Siberian bugseed	UP
COPE80	sweet fern	UP
COPTI	goldthread	UP
COPU2	star tickseed	UP
COPUP	star tickseed	UP
CORA4	dwarf horseweed	UP
CORA6	gray dogwood	UP
CORAL2	coralroot	UP
CORE2	royal knight's-spur	UP
COREO2	tickseed	UP
CORIA	coriander	UP
CORIS	bugseed	UP
CORNU	dogwood	UP
CORO	pink tickseed	UP
CORON	crownvetch	UP
CORON3	swinecress	UP
CORRI	corrigiola	UP
CORU	roundleaf dogwood	UP
CORYD	fumewort	UP
CORYL	hazelnut	UP
CORYN	clubawn grass	UP
COSA	coriander	UP
COSA81	bloodtwig dogwood	UP
COSE16	redosier dogwood	UP
COSE5	rock harlequin	UP
COSES	redosier dogwood	UP
COSMO	cosmos	UP
COSQ	greater swinecress	UP
COST	hooded coralroot	UP
COSTS	hooded coralroot	UP
COSU5	sulphur cosmos	UP
COTI3	golden tickseed	UP
COTIN	smoketree	UP
COTIT	golden tickseed	UP
COTON	cotoneaster	UP
COTR2	threeleaf goldthread	UP
COTR3	yellow coralroot	UP
COTR4	tall tickseed	UP
COUM	bastard toadflax	UP
COUMU	bastard toadflax	UP
COVA2	purple crownvetch	UP
COVE2	spring blue eyed Mary	UP
COVI2	violet blue eyed Mary	UP
COVI3	Virginia dayflower	UP
COVI6	longbract frog orchid	UP
COVIV	longbract frog orchid	UP
COVIV2	longbract frog orchid	UP
COWA2	Wallich's bindweed	UP
COWI2	spring coralroot	UP
CRAC3	American rockbrake	UP
CRAL2	foxtail pricklegrass	UP
CRAM4	Grand Rapids hawthorn	UP
CRAP4	Fort Sheridan hawthorn	UP
CRAQ	water pygmyweed	UP
CRAR6	Montgomery hawthorn	UP
CRAR7	Carolina hawthorn	UP
CRASS	pygmyweed	UP
CRAT3	Nashville hawthorn	UP
CRATA	hawthorn	UP
CRBE6	Dunbar's hawthorn	UP
CRBI3	rough hawksbeard	UP
CRBO3	Berks County hawthorn	UP
CRBR3	Brainerd's hawthorn	UP
CRCA	pear hawthorn	UP
CRCA3	smooth hawksbeard	UP
CRCA6	hogwort	UP
CRCA9	Canadian honewort	UP
CRCAC2	hogwort	UP
CRCAL2	Lindheimer's hogwort	UP
CRCH	fireberry hawthorn	UP
CRCO2	Kansas hawthorn	UP
CRCO26	clustered hawthorn	UP
CRCO27	shiningbranch hawthorn	UP
CRCO4	Cole's hawthorn	UP
CRCO7	adorned hawthorn	UP
CRCR2	cockspur hawthorn	UP
CRDE3	New York hawthorn	UP
CRDI	broadleaf hawthorn	UP
CRDI10	northern hawthorn	UP
CRDI11	distinct hawthorn	UP
CRDI4	spreading hawthorn	UP
CRDI9	mink hawthorn	UP
CRDO2	black hawthorn	UP
CRDO3	Dodge's hawthorn	UP
CRDOD	black hawthorn	UP
CREN	Engelmann's hawthorn	UP
CREPI	hawksbeard	UP
CRFL	fanleaf hawthorn	UP
CRFL2	yellowleaf hawthorn	UP
CRFU2	Fuller's hawthorn	UP
CRGL2	vente conmigo	UP
CRGL4	Port Huron hawthorn	UP
CRGLS	vente conmigo	UP
CRGR13	grand hawthorn	UP
CRHO5	Holmes' hawthorn	UP
CRIN3	Copenhagen hawthorn	UP
CRIR	stolonbearing hawthorn	UP
CRIR2	Blanchard's hawthorn	UP
CRJE	Jesup's hawthorn	UP
CRKE2	Kellogg's hawthorn	UP
CRLA80	smooth hawthorn	UP
CRLI2	threeseed croton	UP
CRLIL	threeseed croton	UP
CRLU	grove hawthorn	UP
CRLU3	roundleaf hawthorn	UP
CRMA3	bigfruit hawthorn	UP
CRMA4	Margarett's hawthorn	UP
CRMA5	parsley hawthorn	UP
CRMI8	Michaux's croton	UP
CRMO2	Arnold hawthorn	UP
CRMO3	oneseed hawthorn	UP
CRMO6	prairie tea	UP
CRMU11	inkberry hawthorn	UP
CRNI	glossy hawthorn	UP
CRNI2	Turkish hawksbeard	UP
CRNI4	Ontario hawthorn	UP
CROP3	Rochester hawthorn	UP
CROTA	rattlebox	UP
CROTO	croton	UP
CROV2	ovateleaf hawthorn	UP
CRPE	scarlet hawthorn	UP
CRPE10	piedmont bedstraw	UP
CRPE3	Pennsylvania hawthorn	UP
CRPE6	plumleaf hawthorn	UP
CRPH	Washington hawthorn	UP
CRPO11	Pittsburgh hawthorn	UP
CRPR	Pringle's hawthorn	UP
CRPR2	waxyfruit hawthorn	UP
CRPR4	prairie hawthorn	UP
CRPR5	Illinois hawthorn	UP
CRPU	dotted hawthorn	UP
CRPU14	Scranton hawthorn	UP
CRPU3	smallflower hawksbeard	UP
CRPU6	gulf croton	UP
CRSA4	arrowhead rattlebox	UP
CRSC	swamp pricklegrass	UP
CRSC4	Schuette's hawthorn	UP
CRSC80	rough hawthorn	UP
CRSE2	bristly hawksbeard	UP
CRSH3	Shafer's hawthorn	UP
CRSP	littlehip hawthorn	UP
CRSP2	showy rattlebox	UP
CRST2	fragile rockbrake	UP
CRSU2	Quebec hawthorn	UP
CRSU3	Caughuawaga hawthorn	UP
CRSU5	fleshy hawthorn	UP
CRTA2	keystone hawthorn	UP
CRTE3	narrowleaf hawksbeard	UP
CRTE4	Texas croton	UP
CRTET	Texas croton	UP
CRUCI2	bedstraw	UP
CRUN	dwarf hawthorn	UP
CRVE3	beaked hawksbeard	UP
CRVET	beaked hawksbeard	UP
CRVI2	green hawthorn	UP
CRVIV2	green hawthorn	UP
CRWI5	Willdenow's croton	UP
CRXA	buffalo hawthorn	UP
CRYPS	pricklegrass	UP
CRYPT3	rockbrake	UP
CRYPT5	honewort	UP
CUCE	buttonbush dodder	UP
CUCO2	compact dodder	UP
CUCO3	hazel dodder	UP
CUCOC	compact dodder	UP
CUCU2	cusp dodder	UP
CUCUM	melon	UP
CUCUR	gourd	UP
CUEP	clover dodder	UP
CUEP2	flax dodder	UP
CUFO	Missouri gourd	UP
CUGL3	rope dodder	UP
CUGR	scaldweed	UP
CUGRG	scaldweed	UP
CUIN	bigseed alfalfa dodder	UP
CUINI	bigseed alfalfa dodder	UP
CUINN	bigseed dodder	UP
CUMA3	winter squash	UP
CUME	cantaloupe	UP
CUMO	crookneck squash	UP
CUNIL	cunila	UP
CUOB	Peruvian dodder	UP
CUOBG	Peruvian dodder	UP
CUOR	common dittany	UP
CUPE	field pumpkin	UP
CUPE3	fiveangled dodder	UP
CUPEO	field pumpkin	UP
CUPEO2	Ozark melon	UP
CUPEP	field pumpkin	UP
CUPEP2	fiveangled dodder	UP
CUPHE	waxweed	UP
CUPO	smartweed dodder	UP
CUSA4	garden cucumber	UP
CUSCU	dodder	UP
CUVI	blue waxweed	UP
CYAC2	tapertip flatsedge	UP
CYAC3	moccasin flower	UP
CYAG	inflatedscale flatsedge	UP
CYAM2	Asian flatsedge	UP
CYAM3	Chinese hound's tongue	UP
CYAR5	ram's head lady's slipper	UP
CYAT	winged pigweed	UP
CYBI6	slender flatsedge	UP
CYBU3	bulblet bladderfern	UP
CYCA5	white lady's slipper	UP
CYCLO	cycloloma	UP
CYCLO4	marsh parsley	UP
CYCO	poorland flatsedge	UP
CYCR	crested dogstail grass	UP
CYCR6	Baldwin's flatsedge	UP
CYDA	Bermudagrass	UP
CYDE2	toothed flatsedge	UP
CYDI2	finger dogshade	UP
ORNIT2	bird's-foot	UP
ORNU	drooping star of Bethlehem	UP
OROBA	broomrape	UP
ORON	French-grass	UP
ORONT	goldenclub	UP
ORPE	Sampson's snakeroot	UP
ORPE80	little white bird's-foot	UP
ORPEP2	Sampson's snakeroot	UP
ORRA	hemp broomrape	UP
ORSE	sidebells wintergreen	UP
ORSI	singlestem leather-root	UP
ORTHI	orthilia	UP
ORUM	sleepydick	UP
ORUN	oneflowered broomrape	UP
ORVU	oregano	UP
ORYZO	ricegrass	UP
OSBE	sweetcicely	UP
OSCI	cinnamon fern	UP
OSCIC	cinnamon fern	UP
OSCIG	cinnamon fern	UP
OSCL	Clayton's sweetroot	UP
OSCL2	interrupted fern	UP
OSDE	bluntseed sweetroot	UP
OSLO	longstyle sweetroot	UP
OSMOR	sweetroot	UP
OSMUN	osmunda	UP
OSRE	royal fern	UP
OSRES	royal fern	UP
OSTRY	hophornbean	UP
OSVI	hophornbeam	UP
OSVIV	hophornbeam	UP
OXALI	woodsorrel	UP
OXAR	sourwood	UP
OXCA4	field locoweed	UP
OXCAC	field locoweed	UP
OXCO	creeping woodsorrel	UP
OXGR	great yellow woodsorrel	UP
OXIL	Illinois woodsorrel	UP
OXMO	mountain woodsorrel	UP
OXRI	stiff cowbane	UP
OXST	common yellow oxalis	UP
OXVI	violet woodsorrel	UP
OXYDE	swamp cranberry	UP
OXYPO	cowbane	UP
OXYTR	locoweed	UP
PAAM2	bitter panicgrass	UP
PAAMA2	bitter panicgrass	UP
PAAMA3	bitter panicgrass	UP
PAAN	beaked panicgrass	UP
PAAN6	Small's ragwort	UP
PAAN7	shalebarren ragwort	UP
PAAR3	long pricklyhead poppy	UP
PAAU3	golden ragwort	UP
PABI80	Japanese panicgrass	UP
PABO3	bull crowngrass	UP
PACA	Canby's mountain-lover	UP
PACA11	smooth forked nailwort	UP
PACA6	witchgrass	UP
PACHY3	pachysandra	UP
PACKE	ragwort	UP
PADI	fall panicgrass	UP
PADI3	dallisgrass	UP
PADI5	mudbank crowngrass	UP
PADI6	knotgrass	UP
PADID	fall panicgrass	UP
PADIP	fall panicgrass	UP
PADU	blindeyes	UP
PAEON	peony	UP
PAFA3	hairy forked nailwort	UP
PAFAF	hairy forked nailwort	UP
PAFAN	hairy forked nailwort	UP
PAFAP	hairy forked nailwort	UP
PAFL2	wiry panicgrass	UP
PAFL4	Florida paspalum	UP
PAFL5	horsetail paspalum	UP
PAGA	Gattinger's panicgrass	UP
PAGL17	butterweed	UP
PAGL3	fen grass of Parnassus	UP
PAHY	Santa Maria feverfew	UP
PAHY3	round pricklyhead poppy	UP
PAIN	curved sicklegrass	UP
PAIN11	elegant groundsel	UP
PAIN3	wild quinine	UP
PAIN6	purple passionflower	UP
PAINH2	wild quinine	UP
PAINI	wild quinine	UP
PAJU	spreading pellitory	UP
PALA10	field paspalum	UP
PALA27	Chinese peony	UP
PALU2	yellow passionflower	UP
PAMI2	broomcorn millet	UP
PAMIM	broomcorn millet	UP
PAMIR	broomcorn millet	UP
PAMO7	mountain nailwort	UP
PANAX	ginseng	UP
PANIC	panicgrass	UP
PANO2	bahiagrass	UP
PANON	bahiagrass	UP
PAOB6	roundleaf ragwort	UP
PAOR5	oriental poppy	UP
PAPA19	alpine groundsel	UP
PAPA20	balsam groundsel	UP
PAPA8	marsh grass of Parnassus	UP
PAPAP2	smallflower grass of Parnassus	UP
PAPAT	marsh grass of Parnassus	UP
PAPAV	poppy	UP
PAPE5	Pennsylvania pellitory	UP
PAPH	Philadelphia panicgrass	UP
PAPL12	prairie groundsel	UP
PAPR4	early paspalum	UP
PAPR7	Allegheny-spurge	UP
PAPS5	falsegold groundsel	UP
PAPSS	falsegold groundsel	UP
PAPU5	hairyseed paspalum	UP
PAQU	American ginseng	UP
PAQU2	Virginia creeper	UP
PARAP	sicklegrass	UP
PARH2	corn poppy	UP
PARI4	redtop panicgrass	UP
PARIE	pellitory	UP
PARIE2	redtop panicgrass	UP
PARIP	redtop panicgrass	UP
PARIR	redtop panicgrass	UP
PARNA	grass of Parnassus	UP
PARON	nailwort	UP
PARTH2	feverfew	UP
PARTH3	creeper	UP
PASA2	wild parsnip	UP
PASCO	wheatgrass	UP
PASE5	thin paspalum	UP
PASM	western wheatgrass	UP
PASO2	opium poppy	UP
PASPA2	crowngrass	UP
PASSI	passionflower	UP
PASTI	parsnip	UP
PATE11	Japanese pachysandra	UP
PATO2	princesstree	UP
PATR2	dwarf ginseng	UP
PATR6	Boston ivy	UP
PAULO	paulownia	UP
PAVE2	warty panicgrass	UP
PAVI2	switchgrass	UP
PAVI5	woodbine	UP
PAVIS	switchgrass	UP
PAVIV	switchgrass	UP
PAXIS	paxistima	UP
PEAL	Chinese fountaingrass	UP
PEAL4	lowland beardtongue	UP
PEAM2	eastern yampah	UP
PEAR4	Arkansas beardtongue	UP
PEAR6	silverleaf Indian breadroot	UP
PEAT2	purple cliffbrake	UP
PEAX	large white petunia	UP
PECA	Canadian lousewort	UP
PECA7	longsepal beardtongue	UP
PECA8	eastern gray beardtongue	UP
PECAC3	Canadian lousewort	UP
PECO4	cobaea beardtongue	UP
PECR2	parsley	UP
PEDE10	Deam's beardtongue	UP
PEDI	talus slope penstemon	UP
PEDIC	lousewort	UP
PEDIO2	Indian breadroot	UP
PEES	large Indian breadroot	UP
PEFR4	beefsteakplant	UP
PEFR5	arctic sweet coltsfoot	UP
PEFRC2	beefsteakplant	UP
PEFRF2	beefsteakplant	UP
PEFRN	arctic sweet coltsfoot	UP
PEFRP	arctic sweet coltsfoot	UP
PEGL	smooth cliffbrake	UP
PEGL2	pearl millet	UP
PEGLG	smooth cliffbrake	UP
PEGR5	lilac penstemon	UP
PEGR7	large beardtongue	UP
PEGR9	silkvine	UP
PEGRG3	lilac penstemon	UP
PEGRW2	Wisconsin penstemon	UP
PEHI	hairy beardtongue	UP
PEHY	pestilence wort	UP
PEIN5	violetflower petunia	UP
PELA2	swamp lousewort	UP
PELA8	eastern smooth beardtongue	UP
PELLA	cliffbrake	UP
PELTA	arrow arum	UP
PENNI	fountaingrass	UP
PENST	beardtongue	UP
PENTH	penthorum	UP
PEOS2	masterwort	UP
PEPA7	pale beardtongue	UP
PEPR4	childing pink	UP
PERID	yampah	UP
PERIL	perilla	UP
PERIP	periploca	UP
PESA5	arrowleaf sweet coltsfoot	UP
PESA9	saxifrage pink	UP
PESE6	ditch stonecrop	UP
PETAS	butterbur	UP
PETRO	pink	UP
PETRO6	parsley	UP
PETU	white wand beardtongue	UP
PETUA	white wand beardtongue	UP
PETUN	petunia	UP
PETUT	white wand beardtongue	UP
PEUCE	peucedanum	UP
PEVI	green arrow arum	UP
PEVI2	feathertop	UP
PHACE	phacelia	UP
PHAL2	alpine timothy	UP
PHAL5	strawberry groundcherry	UP
PHALA2	canarygrass	UP
PHAM2	Amur corktree	UP
PHAM4	American pokeweed	UP
PHAM7	largeleaf phlox	UP
PHAMA3	American pokeweed	UP
PHAN5	cutleaf groundcherry	UP
PHAN6	narrowleaf false dragonhead	UP
PHAR3	reed canarygrass	UP
PHASE	bean	UP
PHAU7	common reed	UP
PHBI2	fernleaf phacelia	UP
PHBI3	cleft phlox	UP
PHBIB	cleft phlox	UP
PHBIS	cleft phlox	UP
PHCA19	thickleaf phlox	UP
PHCA5	annual canarygrass	UP
PHCA9	Carolina leaf-flower	UP
PHCAA2	thickleaf phlox	UP
PHCAC	Carolina leaf-flower	UP
PHCO22	heartleaf groundcherry	UP
PHCO24	long beechfern	UP
PHCO6	scarlet runner	UP
PHCO7	sweet mock orange	UP
PHCU3	wedgeleaf	UP
PHDI	distant phacelia	UP
PHDI5	wild blue phlox	UP
PHDID3	wild blue phlox	UP
PHDIL6	Lapham's phlox	UP
PHDR	annual phlox	UP
PHDRD	annual phlox	UP
PHDU	smallflower phacelia	UP
HUAP	Appalachian clubmoss	UP
HUDSO	goldenheather	UP
HUJA	Japanese hop	UP
HULU	common hop	UP
HULU2	shining clubmoss	UP
HULUL	common hop	UP
HULUL2	common hop	UP
HULUP	common hop	UP
HUMUL	hop	UP
HUPER	clubmoss	UP
HUPO2	rock clubmoss	UP
HUSE	fir clubmoss	UP
HUSES	fir clubmoss	UP
HUTO	woolly beachheather	UP
HUTOI	sand goldenheather	UP
HUTOT	woolly beachheather	UP
HYAC2	sharpleaf St. Johnswort	UP
HYACI	hyacinthoides	UP
HYACI2	hyacinth	UP
HYAD	creeping St. Johnswort	UP
HYAL2	white henbane	UP
HYAM	American marshpennywort	UP
HYAP	great waterleaf	UP
HYAR	wild hydrangea	UP
HYAS80	great St. Johnswort	UP
HYBAN	greenviolet	UP
HYBO2	northern St. Johnswort	UP
HYCA	goldenseal	UP
HYCA3	bluntleaf waterleaf	UP
HYCA7	lesser Canadian St. Johnswort	UP
HYCA9	Carolina spiderlily	UP
HYCI3	ashy hydrangea	UP
HYCO6	eastern greenviolet	UP
HYCR3	St. Peterswort	UP
HYDE	bushy St. Johnswort	UP
HYDE2	coppery St. Johnswort	UP
HYDI2	disguised St. Johnswort	UP
HYDO	straggling St. Johnswort	UP
HYDR	nits and lice	UP
HYDRA	hydrangea	UP
HYDRA2	hydrastis	UP
HYDRO2	hydrocotyle	UP
HYDRO3	false fiddleleaf	UP
HYDRO4	waterleaf	UP
HYEL	pale St. Johnswort	UP
HYER3	garden stonecrop	UP
HYFR	cedarglade St. Johnswort	UP
HYGE	orangegrass	UP
HYGL2	smooth catsear	UP
HYGY	claspingleaf St. Johnswort	UP
HYHI2	common goldstar	UP
HYHY	St. Andrew's cross	UP
HYHYH	St. Andrew's cross	UP
HYHYM	St. Andrew's cross	UP
HYIM	sicklefruit hypecoum	UP
HYKA	Kalm's St. Johnswort	UP
HYLO2	fivelobe St. Johnswort	UP
HYLOT	stonecrop	UP
HYMA	largeleaf waterleaf	UP
HYMA2	large St. Johnswort	UP
HYMEN2	spiderlily	UP
HYMEN4	hymenopappus	UP
HYMU	dwarf St. Johnswort	UP
HYNI	black henbane	UP
HYNO	English bluebell	UP
HYOF	hyssop	UP
HYOR	garden hyacinth	UP
HYOSC	henbane	UP
HYPA	panicled hydrangea	UP
HYPE	common St. Johnswort	UP
HYPEC	hypecoum	UP
HYPER	St. Johnswort	UP
HYPOC	catsear	UP
HYPOX	star-grass	UP
HYPR	shrubby St. Johnswort	UP
HYPS	false spotted St. Johnswort	UP
HYPU	spotted St. Johnswort	UP
HYRA	floating marshpennywort	UP
HYRA3	hairy catsear	UP
HYSC	Carolina woollywhite	UP
HYSCS	Carolina woollywhite	UP
HYSI	lawn marshpennywort	UP
HYSP2	roundseed St. Johnswort	UP
HYSP9	showy stonecrop	UP
HYSSO	hyssopus	UP
HYTE10	witch's moneybags	UP
HYTE9	Allegheny stonecrop	UP
HYTET2	witch's moneybags	UP
HYUM	manyflower marshpennywort	UP
HYUN	oneflower false fiddleleaf	UP
HYVI	Shawnee salad	UP
IBAM	annual candytuft	UP
IBERI	candytuft	UP
IBSE	evergreen candytuft	UP
IBUM	globe candytuft	UP
ILDE	possumhaw	UP
ILEX	holly	UP
ILGL	inkberry	UP
ILIAM	wild hollyhock	UP
ILLA	smooth winterberry	UP
ILMO	mountain holly	UP
ILOP	American holly	UP
ILOPO	American holly	UP
ILRI	streambank wild hollyhock	UP
ILRIR	streambank wild hollyhock	UP
ILVE	common winterberry	UP
IMBA	spotted snapweed	UP
IMBA2	Balfour's touch-me-not	UP
IMCA	jewelweed	UP
IMGL	ornamental jewelweed	UP
IMPA	pale touch-me-not	UP
IMPAT	touch-me-not	UP
INHE	elecampane inula	UP
INULA	yellowhead	UP
IODAN	iodanthus	UP
IOLI2	flaxleaf whitetop aster	UP
IONAC	aster	UP
IOPI	purplerocket	UP
IPBA2	sweetpotato	UP
IPCO3	redstar	UP
IPHE	ivyleaf morning-glory	UP
IPIM	beach morning-glory	UP
IPLA	whitestar	UP
IPMU2	cardinal climber	UP
IPOMO	morning-glory	UP
IPOMO2	ipomopsis	UP
IPPA	man of the earth	UP
IPPE	bayhops	UP
IPPEB	Brazilian bayhops	UP
IPPU2	tall morning-glory	UP
IPQU	cypressvine	UP
IPRU2	standing-cypress	UP
IPTR3	grannyvine	UP
IRBR2	zigzag iris	UP
IRCR	dwarf crested iris	UP
IREN	Russian iris	UP
IRESI	bloodleaf	UP
IRFL2	lemonyellow iris	UP
IRFU	copper iris	UP
IRGE	German iris	UP
IRIS	iris	UP
IRLA	dwarf lake iris	UP
IRPR	slender blue iris	UP
IRPS	paleyellow iris	UP
IRPU2	dwarf iris	UP
IRRH	Juda's bush	UP
IRSI	Siberian iris	UP
IRVE	dwarf violet iris	UP
IRVE2	harlequin blueflag	UP
IRVES	dwarf violet iris	UP
IRVI	Virginia iris	UP
IRVIS	Shreve's iris	UP
ISANT2	fluxweed	UP
ISAP	Appalachian quillwort	UP
ISATI	woad	UP
ISBR3	fluxweed	UP
ISBU	limestone quillwort	UP
ISCA6	keeled bulrush	UP
ISEN	Appalachian quillwort	UP
ISLA	lake quillwort	UP
ISME	blackfoot quillwort	UP
ISME2	green fiveleaf orchid	UP
ISOET	quillwort	UP
ISOLE	bulrush	UP
ISOTR	fiveleaf orchid	UP
ISRI	shore quillwort	UP
ISRIR	shore quillwort	UP
ISSE2	bristleleaf bulrush	UP
ISTE5	spiny-spore quillwort	UP
ISTI	Dyer's woad	UP
ISVA2	strong quillwort	UP
ISVE	purple fiveleaf orchid	UP
ITEA	sweetspire	UP
ITVI	Virginia sweetspire	UP
IVA	marshelder	UP
IVAN2	annual marshelder	UP
IVANA	annual marshelder	UP
IVANC	annual marshelder	UP
IVAX	povertyweed	UP
IVFR	Jesuit's bark	UP
IVFRO2	Jesuit's bark	UP
IVXA	giant sumpweed	UP
IXERI	ixeris	UP
IXST	creeping lettuce	UP
JACQU	clustervine	UP
JAMO	sheepbit	UP
JASIO	jasione	UP
JATA	hairy clustervine	UP
JEDI	twinleaf	UP
JEFFE	jeffersonia	UP
JOHE	hen and chickens	UP
JOVIB	jovibarba	UP
JUAC	tapertip rush	UP
JUAL4	northern green rush	UP
JUALN	northern green rush	UP
JUAM	American water-willow	UP
JUAR4	jointleaf rush	UP
JUBA	Baltic rush	UP
JUBAL	Baltic rush	UP
JUBI	bog rush	UP
JUBR	whiteroot rush	UP
JUBR2	smallhead rush	UP
JUBR4	narrowpanicle rush	UP
JUBU	toad rush	UP
JUBUB	toad rush	UP
JUCA3	Canadian rush	UP
JUCI	butternut	UP
JUCO	roundfruit rush	UP
JUCO6	common juniper	UP
JUCOD	common juniper	UP
JUDE	weak rush	UP
JUDI	forked rush	UP
JUDI2	slimpod rush	UP
JUDU2	Dudley's rush	UP
JUEF	common rush	UP
JUEFC2	common rush	UP
JUEFD	lamp rush	UP
JUEFE2	common rush	UP
JUEFP2	common rush	UP
JUEFS	lamp rush	UP
JUEN	swordleaf rush	UP
JUFI	thread rush	UP
JUGE	saltmeadow rush	UP
JUGEG	saltmeadow rush	UP
JUGLA	walnut	UP
JUGR	Greene's rush	UP
JUGY	Pennsylvania rush	UP
JUHO2	creeping juniper	UP
JUIN	European meadow rush	UP
JUIN2	inland rush	UP
JUINI	inland rush	UP
JULO	longstyle rush	UP
JULOL	longstyle rush	UP
JUMA4	grassleaf rush	UP
JUMI2	bayonet rush	UP
JUNCU	rush	UP
JUNI	black walnut	UP
JUNIP	juniper	UP
JUNO	stout rush	UP
JUNO2	knotted rush	UP
JUNON	knotted rush	UP
JUOV	looseflower water-willow	UP
JUOVL	looseflower water-willow	UP
JUPE	brownfruit rush	UP
JURE80	English walnut	UP
JUSC	needlepod rush	UP
JUSE	lopsided rush	UP
JUSQ	mosquito rush	UP
JUST	moor rush	UP
JUSTA	moor rush	UP
JUSTI	water-willow	UP
JUSU	woodland rush	UP
JUTE	poverty rush	UP
JUTO	Torrey's rush	UP
JUVA	Vasey's rush	UP
JUVI	eastern redcedar	UP
JUVIV	eastern redcedar	UP
KAAN	sheep laurel	UP
KALA	mountain laurel	UP
KALLS	caltrop	UP
KALMI	laurel	UP
KAPA	warty caltrop	UP
KAPO	bog laurel	UP
KEJA	Japanese rose	UP
KERRI	kerria	UP
KICKX	cancerwort	UP
KIEL	sharpleaf cancerwort	UP
KISP	roundleaf cancerwort	UP
KNAR	field scabiosa	UP
KNAUT	scabiosa	UP
KOAM80	beautybush	UP
KOCHI	molly	UP
KOELE	Junegrass	UP
KOELR	koelreuteria	UP
KOLKW	kolkwitzia	UP
KOMA	prairie Junegrass	UP
KOPA	goldenrain tree	UP
KOSC	Mexican-fireweed	UP
KOSTE	kosteletzkya	UP
KOVI	Virginia saltmarsh mallow	UP
KRBI	twoflower dwarfdandelion	UP
KRBIB	twoflower dwarfdandelion	UP
KRCA	weedy dwarfdandelion	UP
KRDA	potato dwarfdandelion	UP
KRIGI	dwarfdandelion	UP
