NAME_CD	GROUP_ID	GENUS	SPECIES	AUTHOR	SSP	SSP_AUTHOR	VAR	VAR_AUTHOR	F	F_AUTHOR	FAMILY_NAME	ACCEPTED_IND	ACCEPTED_IND_USDA	NAME_CD_USDA	INVASIVE
PEGR7	29347	Penstemon	grandiflorus	Nutt.							Scrophulariaceae	Y	Y	PEGR7	
PEBR14	29347	Penstemon	bradburii	Pursh							Scrophulariaceae	N	N	PEBR14	
PEHI	29367	Penstemon	hirsutus	(L.) Willd.							Scrophulariaceae	Y	Y	PEHI	
PEHIM	29367	Penstemon	hirsutus	(L.) Willd.			minimus	Bennett			Scrophulariaceae	N	N	PEHIM	
PEHIP	29367	Penstemon	hirsutus	(L.) Willd.			pygmaeus	Bennett			Scrophulariaceae	N	N	PEHIP	
PELA8	29384	Penstemon	laevigatus	Aiton							Scrophulariaceae	Y	Y	PELA8	
PEPE17	29384	Penstemon	penstemon	(L.) Britton							Scrophulariaceae	N	N	PEPE17	
PEPA7	29447	Penstemon	pallidus	Small							Scrophulariaceae	Y	Y	PEPA7	
PEARP	29447	Penstemon	arkansanus	Pennell			pubescens	Pennell			Scrophulariaceae	N	N	PEARP	
PEBR10	29447	Penstemon	brevisepalus	Pennell							Scrophulariaceae	N	N	PEBR10	
PETU	29547	Penstemon	tubaeflorus	Nutt.							Scrophulariaceae	Y	Y	PETU	
SCROP	36800	Scrophularia		L.							Scrophulariaceae	Y	Y	SCROP	
SCLA	36789	Scrophularia	lanceolata	Pursh							Scrophulariaceae	Y	Y	SCLA	
SCPE8	36789	Scrophularia	pectinata	Raf.							Scrophulariaceae	N	N	SCPE8	
SCMA2	36791	Scrophularia	marilandica	L.							Scrophulariaceae	Y	Y	SCMA2	
VP-156	90156	Tomanthera		Raf.							Scrophulariaceae	Y	N		
TOAU	736	Tomanthera	auriculata	(Michx.) Raf.							Scrophulariaceae	Y	N	TOAU	
AGAU3	736	Agalinis	auriculata	(Michx.) Blake							Scrophulariaceae	N	Y	AGAU3	
AUAU	736	Aureolaria	auriculata	(Michx.) Farw.							Scrophulariaceae	N	N	AUAU	
GEAU7	736	Gerardia	auriculata	Michx.							Scrophulariaceae	N	N	GEAU7	
OTAU	736	Otophylla	auriculata	(Michx.) Small							Scrophulariaceae	N	N	OTAU	
VERBA	41767	Verbascum		L.							Scrophulariaceae	Y	Y	VERBA	
VEBL	41757	Verbascum	blattaria	L.							Scrophulariaceae	Y	Y	VEBL	
VEPH	41761	Verbascum	phlomoides	L.							Scrophulariaceae	Y	Y	VEPH	
VESP	41764	Verbascum	speciosum	Schrad.							Scrophulariaceae	Y	Y	VESP	
VETH	41765	Verbascum	thapsus	L.							Scrophulariaceae	Y	Y	VETH	yes
VERON	41955	Veronica		L.							Scrophulariaceae	Y	Y	VERON	
VEAG	41914	Veronica	agrestis	L.							Scrophulariaceae	Y	Y	VEAG	
VEAM2	41915	Veronica	americana	Schwein. ex Benth.							Scrophulariaceae	Y	Y	VEAM2	
VEAN2	41916	Veronica	anagallis-aquatica	L.							Scrophulariaceae	Y	Y	VEAN2	
VEAN3	41916	Veronica	anagallis	L.							Scrophulariaceae	N	N	VEAN3	
VECA7	41916	Veronica	catenata	Pennell							Scrophulariaceae	N	N	VECA7	
VECAG2	41916	Veronica	catenata	Pennell			glandulosa	(Farw.) Pennell			Scrophulariaceae	N	N	VECAG2	
VECO4	41916	Veronica	comosa	auct. non Richter							Scrophulariaceae	N	N	VECO4	
VECO5	41916	Veronica	connata	auct. non Raf.							Scrophulariaceae	N	N	VECO5	
VECOG	41916	Veronica	comosa	Richter			glaberrima	(Pennell) Boivin			Scrophulariaceae	N	N	VECOG	
VECOG2	41916	Veronica	comosa	Richter			glandulosa	(Farw.) Boivin			Scrophulariaceae	N	N	VECOG2	
VECOG3	41916	Veronica	connata	Raf.	glaberrima	Pennell					Scrophulariaceae	N	N	VECOG3	
VECOG4	41916	Veronica	connata	Raf.			glaberrima	(Pennell) Fernald			Scrophulariaceae	N	N	VECOG4	
VECOT	41916	Veronica	connata	Raf.			typica	Pennell			Scrophulariaceae	N	N	VECOT	
VEGL3	41916	Veronica	glandifera	Pennell							Scrophulariaceae	N	N	VEGL3	
VELA7	41916	Veronica	x lackschewitzii	Keller							Scrophulariaceae	N	N	VELA7	
VEMI3	41916	Veronica	micromeria	Woot. & Standl.							Scrophulariaceae	N	N	VEMI3	
VESA	41916	Veronica	salina	auct. non Schur							Scrophulariaceae	N	N	VESA	
VEAR	41917	Veronica	arvensis	L.							Scrophulariaceae	Y	Y	VEAR	
VEBI2	41921	Veronica	biloba	L.							Scrophulariaceae	Y	Y	VEBI2	
POBI13	41921	Pocilla	biloba	(L.) W.A. Weber							Scrophulariaceae	N	N	POBI13	
VECH	41923	Veronica	chamaedrys	L.							Scrophulariaceae	Y	Y	VECH	
VEHE2	41931	Veronica	hederifolia	L.							Scrophulariaceae	Y	Y	VEHE2	
VELO2	41932	Veronica	longifolia	L.							Scrophulariaceae	Y	Y	VELO2	
VEOF2	41935	Veronica	officinalis	L.							Scrophulariaceae	Y	Y	VEOF2	yes
VEPE2	41938	Veronica	peregrina	L.							Scrophulariaceae	Y	Y	VEPE2	
VP-149	90149	Veronica	peregrina	L.			peregrina				Scrophulariaceae	Y	N		
VEPEP	90149	Veronica	peregrina	L.	peregrina						Scrophulariaceae	N	Y	VEPEP	
VEPET	90149	Veronica	peregrina	L.			typica				Scrophulariaceae	N	N	VEPET	
VEPEX	41937	Veronica	peregrina	L.			xalapensis	(Kunth) Pennell			Scrophulariaceae	Y	N	VEPEX	
VEPEX2	41937	Veronica	peregrina	L.	xalapensis	(Kunth) Pennell					Scrophulariaceae	N	Y	VEPEX2	
VESH	41937	Veronica	sherwoodii	M.E. Peck							Scrophulariaceae	N	N	VESH	
VEXA	41937	Veronica	xalapensis	Kunth							Scrophulariaceae	N	N	VEXA	
VEPE3	41939	Veronica	persica	Poir.							Scrophulariaceae	Y	Y	VEPE3	
KOAR2	12939	Korycarpus	arundinaceus	Zea ex Lag.							Poaceae	N	N	KOAR2	
DIOB3	91105	Diarrhena	obovata	(Gleason) Brandenburg							Poaceae	Y	Y	DIOB3	
DIAM02	91105	Diarrhena	americana	Beauv.			obovata	Gleason			Poaceae	N	N	DIAM02	
DICHA2	13036	Dichanthelium		(A.S. Hitchc. & Chase) Gould							Poaceae	Y	Y	DICHA2	
VP-316	12975	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark	acuminatum						Poaceae	Y	Y		
DIACA	12975	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark			acuminatum				Poaceae	N	Y	DIACA	
PAAC5	12975	Panicum	acuminatum	Sw.							Poaceae	N	N	PAAC5	
PAAU6	12975	Panicum	auburne	Ashe							Poaceae	N	N	PAAU6	
PALA18	12975	Panicum	lanuginosum	Ell., non Bosc ex Spreng.							Poaceae	N	N	PALA18	
DILA11	12975	Dichanthelium	lanuginosum	(Ell.) Gould							Poaceae	N	N	DILA11	
VP-332	90332	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark	columbianum	(Scribn.) Freckmann & Lelong					Poaceae	Y	N		
DICO12	90332	Dichanthelium	columbianum	(Scribn.) Freckmann							Poaceae	N	N	DICO12	
PAACC	90332	Panicum	acuminatum	Sw.			columbianum	(Scribn.) Lelong			Poaceae	N	N	PAACC	
PACO29	90332	Panicum	columbianum	Scribn.							Poaceae	N	N	PACO29	
VP-317	12976	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark	fasciculatum	(Torr.) Freckmann & Lelong					Poaceae	Y	N		
DIACF	12976	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark			fasciculatum	(Torr.) Freckmann			Poaceae	N	Y	DIACF	
DILAF	12976	Dichanthelium	lanuginosum	(Ell.) Gould			fasciculatum	(Torr.) Spellenberg			Poaceae	N	N	DILAF	
PAACF	12976	Panicum	acuminatum	Sw.			fasciculatum	(Torr.) Lelong			Poaceae	N	N	PAACF	
PABR7	12976	Panicum	brodiei	St. John							Poaceae	N	N	PABR7	
PAGL10	12976	Panicum	glutinoscabrum	Fernald							Poaceae	N	N	PAGL10	
PAHU4	12976	Panicum	huachucae	Ashe							Poaceae	N	N	PAHU4	
PAHUF2	12976	Panicum	huachucae	Ashe			fasciculatum	(Torr.) F.T. Hubbard			Poaceae	N	N	PAHUF2	
PALA17	12976	Panicum	lassenianum	Schmoll							Poaceae	N	N	PALA17	
PALA29	12976	Panicum	languidum	A.S. Hitchc.							Poaceae	N	N	PALA29	
PALAF2	12976	Panicum	lanuginosum	Ell.			fasciculatum	(Torr.) Fernald			Poaceae	N	N	PALAF2	
PALAH	12976	Panicum	lanuginosum	Ell.			huachucae	(Ashe) A.S. Hitchc.			Poaceae	N	N	PALAH	
PALAS	12976	Panicum	lanuginosum	Ell.			septentrionale	(Fernald) Fernald			Poaceae	N	N	PALAS	
PALAT	12976	Panicum	lanuginosum	Ell.			tennesseense	(Ashe) Gleason			Poaceae	N	N	PALAT	
PALIF	12976	Panicum	lindheimeri	Nash			fasciculatum	(Torr.) Fernald			Poaceae	N	N	PALIF	
PAOC	12976	Panicum	occidentale	Scribn.							Poaceae	N	N	PAOC	
PAPA	12976	Panicum	pacificum	A.S. Hitchc. & Chase							Poaceae	N	N	PAPA	
PASU6	12976	Panicum	subvillosum	Ashe							Poaceae	N	N	PASU6	
PATE15	12976	Panicum	tennesseense	Ashe							Poaceae	N	N	PATE15	
VP-318	90318	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark	implicatum	(Scribn.) Freckmann & Lelong					Poaceae	Y	N		
DIACI	90318	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark			implicatum	(Scribn.) Gould & C.A. Clark			Poaceae	N	N	DIACI	
PAACI	90318	Panicum	acuminatum	Sw.			implicatum	(Scribn.) C.F. Reed			Poaceae	N	N	PAACI	
PALAI	90318	Panicum	lanuginosum	Ell.			implicatum	(Scribn.) Fernald			Poaceae	N	N	PALAI	
PAIM3	90318	Panicum	implicatum	Scribn.							Poaceae	N	N	PAIM3	
DIME2	90318	Dichanthelium	meridionale	(Ashe) Freckmann							Poaceae	N	Y	DIME2	
PAACU	90318	Panicum	acuminatum	Sw.			unciphyllum	(Trin.) Lelong			Poaceae	N	N	PAACU	
PAAL13	90318	Panicum	albemarlense	Ashe							Poaceae	N	N	PAAL13	
PAME7	90318	Panicum	meridionale	Ashe							Poaceae	N	N	PAME7	
PAMEA	90318	Panicum	meridionale	Ashe			albemarlense	(Ashe) Fernald			Poaceae	N	N	PAMEA	
DISAT	90318	Dichanthelium	sabulorum	(Lam.) Gould & C.A. Clark			thinium	(A.S. Hitchc. & Chase) Gould & C.A. Clark			Poaceae	N	Y	DISAT	
PACOO	90318	Panicum	columbianum	Scribn.			oricola	(A.S. Hitchc. & Chase) Fernald			Poaceae	N	N	PACOO	
PACOT	90318	Panicum	columbianum	Scribn.			thinium	A.S. Hitchc. & Chase			Poaceae	N	N	PACOT	
PAHE7	90318	Panicum	heterophyllum	Bosc ex Nees							Poaceae	N	N	PAHE7	
PAHET	90318	Panicum	heterophyllum	Bosc ex Nees			thinium	(A.S. Hitchc. & Chase) F.T. Hubbard			Poaceae	N	N	PAHET	
PAOR6	90318	Panicum	oricola	A.S. Hitchc. & Chase							Poaceae	N	N	PAOR6	
PASAT	90318	Panicum	sabulorum	Lam.			thinium	(A.S. Hitchc. & Chase) C.F. Reed			Poaceae	N	N	PASAT	
PAUNT	90318	Panicum	unciphyllum	Trin.			thinium	A.S. Hitchc. & Chase			Poaceae	N	N	PAUNT	
VP-319	12977	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark	lindheimeri	(Nash) Freckmann & Lelong					Poaceae	Y	N		
DIACL	12977	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark			lindheimeri	(Nash) Gould & C.A. Clark			Poaceae	N	Y	DIACL	
DILAL2	12977	Dichanthelium	lanuginosum	(Ell.) Gould			lindheimeri	(Nash) Fernald			Poaceae	N	N	DILAL2	
DILI5	12977	Dichanthelium	lindheimeri	(Nash) Gould							Poaceae	N	N	DILI5	
PAACL	12977	Panicum	acuminatum	Sw.			lindheimeri	(Nash) Lelong			Poaceae	N	N	PAACL	
PALAL2	12977	Panicum	lanuginosum	Ell.			lindheimeri	(Nash) Fernald			Poaceae	N	N	PALAL2	
PALI11	12977	Panicum	lindheimeri	Nash							Poaceae	N	N	PALI11	
VP-333	13025	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark	spretum	(Schultes) Freckmann & Lelong					Poaceae	Y	N		
DIACD	13025	Dichanthelium	acuminatum	(Sw.) Gould & C.A. Clark			densiflorum	(Rand & Redf.) Gould & C.A. Clark			Poaceae	N	N	DIACD	
DISP4	13025	Dichanthelium	spretum	(J.A. Schultes) Freckmann							Poaceae	N	Y	DISP4	
PAACD	13025	Panicum	acuminatum	Sw.			densiflorum	(Rand & Redf.) Lelong			Poaceae	N	N	PAACD	
PAEA	13025	Panicum	eatonii	Nash							Poaceae	N	N	PAEA	
PANID	13025	Panicum	nitidum	Lam.			densiflorum	Rand & Redf.			Poaceae	N	N	PANID	
PANIO	13025	Panicum	nitidum	Lam.			octonodum	(Sm.) Scribn. & Merr.			Poaceae	N	N	PANIO	
PAOC2	13025	Panicum	octonodum	Sm.							Poaceae	N	N	PAOC2	
PAPA23	13025	Panicum	paucipilum	Nash							Poaceae	N	N	PAPA23	
PASP9	13025	Panicum	spretum	J.A. Schultes							Poaceae	N	N	PASP9	
DIBO	12982	Dichanthelium	boreale	(Nash) Freckmann							Poaceae	Y	Y	DIBO	
PABO8	12982	Panicum	boreale	Nash							Poaceae	N	N	PABO8	
PABOM	12982	Panicum	boreale	Nash			michiganense	Farw.			Poaceae	N	N	PABOM	
DICL	12984	Dichanthelium	clandestinum	(L.) Gould							Poaceae	Y	Y	DICL	
PACL5	12984	Panicum	clandestinum	L.							Poaceae	N	N	PACL5	
DICO2	12985	Dichanthelium	commutatum	(J.A. Schultes) Gould							Poaceae	Y	Y	DICO2	
VP-321	90321	Dichanthelium	commutatum	(J.A. Schultes) Gould	commutatum						Poaceae	Y	N		
PAMU10	90321	Panicum	mutabile	Scribn. & J.G. Sm.							Poaceae	N	N	PAMU10	
PACO21	90321	Panicum	commutatum	J.A. Schultes							Poaceae	N	N	PACO21	
VP-320	90320	Dichanthelium	commutatum	(J.A. Schultes) Gould	ashei	(G. Pearson ex Ashe) Freckmann & Lelong					Poaceae	Y	N		
DICOA2	90320	Dichanthelium	commutatum	(J.A. Schultes) Gould			ashei	(Pearson ex Ashe) Mohlenbrock			Poaceae	N	N	DICOA2	
PACOA	90320	Panicum	commutatum	J.A. Schultes			ashei	(Pearson ex Ashe) Fernald			Poaceae	N	N	PACOA	
PAAS3	90320	Panicum	ashei	Pearson ex Ashe							Poaceae	N	N	PAAS3	
DIDE4	12988	Dichanthelium	depauperatum	(Muhl.) Gould							Poaceae	Y	Y	DIDE4	
CHMAD	9078	Chimaphila	maculata	(L.) Pursh			dasystemma	(Torr.) Kearney & Peebles			Pyrolaceae	N	N	CHMAD	
CHUMC2	9081	Chimaphila	umbellata	(L.) W. Bart.	cisatlantica	(Blake) Hulten					Pyrolaceae	Y	Y	CHUMC2	
CHCO22	9081	Chimaphila	corymbosa	Pursh							Pyrolaceae	N	N	CHCO22	
CHUMC	9081	Chimaphila	umbellata	(L.) W. Bart.			cisatlantica	Blake			Pyrolaceae	N	N	CHUMC	
ORTHI	27946	Orthilia		Raf.							Pyrolaceae	Y	Y	ORTHI	
ORSE	27945	Orthilia	secunda	(L.) House							Pyrolaceae	Y	Y	ORSE	
ORSEO	27945	Orthilia	secunda	(L.) House	obtusata	(Turcz.) Bocher					Pyrolaceae	N	N	ORSEO	
ORSEO2	27945	Orthilia	secunda	(L.) House			obtusata	(Turcz.) House			Pyrolaceae	N	N	ORSEO2	
PYSE	27945	Pyrola	secunda	L.							Pyrolaceae	N	N	PYSE	
PYSEO	27945	Pyrola	secunda	L.			obtusata	Turcz.			Pyrolaceae	N	N	PYSEO	
PYSEO2	27945	Pyrola	secunda	L.	obtusata	(Turcz.) Hulten					Pyrolaceae	N	N	PYSEO2	
RAEL	27945	Ramischia	elatior	Rydb.							Pyrolaceae	N	N	RAEL	
RASE2	27945	Ramischia	secunda	(L.) Garcke							Pyrolaceae	N	N	RASE2	
PYROL	33553	Pyrola		L.							Pyrolaceae	Y	Y	PYROL	
PYAM	33544	Pyrola	americana	Sweet							Pyrolaceae	Y	Y	PYAM	
PYASA2	33544	Pyrola	asarifolia	Michx.	americana	(Sweet) Krisa					Pyrolaceae	N	N	PYASA2	
PYOB	33544	Pyrola	obovata	Bertol.							Pyrolaceae	N	N	PYOB	
PYRO	33544	Pyrola	rotundifolia	auct. pro parte, non L.							Pyrolaceae	N	N	PYRO	
PYROA	33544	Pyrola	rotundifolia	L.			americana	(Sweet) Fernald			Pyrolaceae	N	N	PYROA	
PYROA2	33544	Pyrola	rotundifolia	L.	americana	(Sweet) Clausen					Pyrolaceae	N	N	PYROA2	
PYAS	33547	Pyrola	asarifolia	Michx.							Pyrolaceae	Y	Y	PYAS	
PYROA3	33547	Pyrola	rotundifolia	L.	asarifolia	(Michx.) A.& D. Love					Pyrolaceae	N	N	PYROA3	
PYUL	33547	Pyrola	uliginosa	Torr. & A. Gray ex Torr.							Pyrolaceae	N	N	PYUL	
PYASP	33547	Pyrola	asarifolia	Michx.			purpurea	(Bunge) Fernald			Pyrolaceae	N	N	PYASP	
PYASA	33547	Pyrola	asarifolia	Michx.	asarifolia						Pyrolaceae	N	Y	PYASA	
PYASI	33547	Pyrola	asarifolia	Michx.			incarnata	(DC.) Fernald			Pyrolaceae	N	N	PYASI	
PYASO	33547	Pyrola	asarifolia	Michx.			ovata	Farw.			Pyrolaceae	N	N	PYASO	
PYCH	33548	Pyrola	chlorantha	Sw.							Pyrolaceae	Y	Y	PYCH	
PYCHC	33548	Pyrola	chlorantha	Sw.			convoluta	(W. Bart.) Fernald			Pyrolaceae	N	N	PYCHC	
PYCHP	33548	Pyrola	chlorantha	Sw.			paucifolia	Fernald			Pyrolaceae	N	N	PYCHP	
PYCHR	33548	Pyrola	chlorantha	Sw.			revoluta	Jennings			Pyrolaceae	N	N	PYCHR	
PYCO3	33548	Pyrola	convoluta	W. Bart.							Pyrolaceae	N	N	PYCO3	
PYOX	33548	Pyrola	oxypetala	Austin ex A. Gray							Pyrolaceae	N	N	PYOX	
PYVI3	33548	Pyrola	virens	Schreb.							Pyrolaceae	N	N	PYVI3	
PYVIC	33548	Pyrola	virens	Schreb.			convoluta	(W. Bart.) Fernald			Pyrolaceae	N	N	PYVIC	
PYVIS	33548	Pyrola	virens	Schreb.			saximontana	Fernald			Pyrolaceae	N	N	PYVIS	
PYEL	33549	Pyrola	elliptica	Nutt.							Pyrolaceae	Y	Y	PYEL	
PYCO6	33549	Pyrola	compacta	Jennings							Pyrolaceae	N	N	PYCO6	
ACONI	517	Aconitum		L.							Ranunculaceae	Y	Y	ACONI	
ACUN	515	Aconitum	uncinatum	L.							Ranunculaceae	Y	Y	ACUN	
ACTAE	561	Actaea		L.							Ranunculaceae	Y	Y	ACTAE	
ACPA	557	Actaea	pachypoda	Ell.							Ranunculaceae	Y	Y	ACPA	
ACAL7	557	Actaea	alba	auct. non (L.) Mill.							Ranunculaceae	N	N	ACAL7	
ACRU2	560	Actaea	rubra	(Aiton) Willd.							Ranunculaceae	Y	Y	ACRU2	
ANEMO	1853	Anemone		L.							Ranunculaceae	Y	Y	ANEMO	
ANCA8	1806	Anemone	canadensis	L.							Ranunculaceae	Y	Y	ANCA8	
ANCA44	1806	Anemonidium	canadense	(L.) A.& D. Love							Ranunculaceae	N	N	ANCA44	
ANCA9	1807	Anemone	caroliniana	Walt.							Ranunculaceae	Y	Y	ANCA9	
ANCY	1808	Anemone	cylindrica	A. Gray							Ranunculaceae	Y	Y	ANCY	
ANPAM	33389	Anemone	patens	L.			multifida	Pritz.			Ranunculaceae	Y	N	ANPAM	
ANLU5	33389	Anemone	ludoviciana	Nutt.							Ranunculaceae	N	N	ANLU5	
ANMU8	33389	Anemone	multifida	(Pritz.) Zamels, non Poir.							Ranunculaceae	N	N	ANMU8	
ANNU5	33389	Anemone	nuttalliana	DC.							Ranunculaceae	N	N	ANNU5	
ANPAN	33389	Anemone	patens	L.			nuttalliana	(DC.) A. Gray			Ranunculaceae	N	N	ANPAN	
ANPAW	33389	Anemone	patens	L.			wolfgangiana	(Bess. ex Richards) Trauvtr. & Mey ex F. Kurtz			Ranunculaceae	N	N	ANPAW	
PUHI	33389	Pulsatilla	hirsutissima	(Pursh) Britton							Ranunculaceae	N	N	PUHI	
PULU	33389	Pulsatilla	ludoviciana	Heller							Ranunculaceae	N	N	PULU	
PUNU3	33389	Pulsatilla	nuttalliana	(DC.) Spreng.							Ranunculaceae	N	N	PUNU3	
PUPAH2	33389	Pulsatilla	patens	(L.) Mill.	hirsutissima	(Pursh) Zamels					Ranunculaceae	N	N	PUPAH2	
PUPAM	33389	Pulsatilla	patens	(L.) Mill.	multifida	(Pritz.) Zamels					Ranunculaceae	N	Y	PUPAM	
ANQUQ	1842	Anemone	quinquefolia	L.			quinquefolia				Ranunculaceae	Y	Y	ANQUQ	
ANNEQ	1842	Anemone	nemorosa	L.			quinquefolia	(L.) Pursh			Ranunculaceae	N	N	ANNEQ	
ANQUB2	1842	Anemone	quinquefolia	L.			bifolia	Farw.			Ranunculaceae	N	Y	ANQUB2	
ANNEB	1842	Anemone	nemorosa	L.			bifolia	(Farw.) Boivin			Ranunculaceae	N	N	ANNEB	
ANQUI	1842	Anemone	quinquefolia	L.			interior	Fernald			Ranunculaceae	N	N	ANQUI	
ANVI3	1852	Anemone	virginiana	L.							Ranunculaceae	Y	Y	ANVI3	
ANVIV2	1851	Anemone	virginiana	L.			virginiana				Ranunculaceae	Y	Y	ANVIV2	
AQUIL	2237	Aquilegia		L.							Ranunculaceae	Y	Y	AQUIL	
AQCA	2207	Aquilegia	canadensis	L.							Ranunculaceae	Y	Y	AQCA	
AQAU2	2207	Aquilegia	australis	Small							Ranunculaceae	N	N	AQAU2	
AQCAA	2207	Aquilegia	canadensis	L.			australis	(Small) Munz			Ranunculaceae	N	N	AQCAA	
AQCAC	2207	Aquilegia	canadensis	L.			coccinea	(Small) Munz			Ranunculaceae	N	N	AQCAC	
AQCAE	2207	Aquilegia	canadensis	L.			eminens	(Greene) Boivin			Ranunculaceae	N	N	AQCAE	
AQCAH	2207	Aquilegia	canadensis	L.			hybrida	Hook.			Ranunculaceae	N	N	AQCAH	
AQCAL	2207	Aquilegia	canadensis	L.			latiuscula	(Greene) Munz			Ranunculaceae	N	N	AQCAL	
AQCO3	2207	Aquilegia	coccinea	Small							Ranunculaceae	N	N	AQCO3	
AQPH2	2207	Aquilegia	phoenicantha	Cory							Ranunculaceae	N	N	AQPH2	
AQVU	2236	Aquilegia	vulgaris	L.							Ranunculaceae	Y	Y	AQVU	
CALTH	6504	Caltha		L.							Ranunculaceae	Y	Y	CALTH	
CAPA5	6503	Caltha	palustris	L.							Ranunculaceae	Y	Y	CAPA5	
CERAT3	8496	Ceratocephalus		Moench							Ranunculaceae	Y	Y	CERAT3	
CETE5	8495	Ceratocephalus	testiculatus	(Crantz) Roth							Ranunculaceae	Y	Y	CETE5	
CEFA	8495	Ceratocephalus	falcatus	auct. non (L.) Pers.							Ranunculaceae	N	N	CEFA	
CEOR2	8495	Ceratocephalus	orthoceras	DC.							Ranunculaceae	N	N	CEOR2	
RAFA3	8495	Ranunculus	falcatus	auct. non L.							Ranunculaceae	N	N	RAFA3	
RATE	8495	Ranunculus	testiculatus	Crantz							Ranunculaceae	N	N	RATE	
CIMIC	9363	Cimicifuga		Wernischeck							Ranunculaceae	Y	Y	CIMIC	
CIRA	9361	Cimicifuga	racemosa	(L.) Nutt.							Ranunculaceae	Y	Y	CIRA	
CICO4	9361	Cimicifuga	cordifolia	Pursh							Ranunculaceae	N	N	CICO4	
CIRAC	9361	Cimicifuga	racemosa	(L.) Nutt.			cordifolia	(Pursh) A. Gray p.p.			Ranunculaceae	N	N	CIRAC	
CLEMA	9994	Clematis		L.							Ranunculaceae	Y	Y	CLEMA	
CLPI	9982	Clematis	pitcheri	Torr. & A. Gray							Ranunculaceae	Y	Y	CLPI	
CLTE4	9986	Clematis	terniflora	DC.							Ranunculaceae	Y	Y	CLTE4	
POPE21	41939	Pocilla	persica	(Poir.) Fourr.							Scrophulariaceae	N	N	POPE21	
VEPEA	41939	Veronica	persica	Poir.			aschersoniana	(Lehm.) Boivin			Scrophulariaceae	N	N	VEPEA	
VEPEC	41939	Veronica	persica	Poir.			corrensiana	(Lehm.) Boivin			Scrophulariaceae	N	N	VEPEC	
VEPO	41941	Veronica	polita	Fries							Scrophulariaceae	Y	Y	VEPO	
POPO21	41941	Pocilla	polita	(Fries) Fourr.							Scrophulariaceae	N	N	POPO21	
VEDI5	41941	Veronica	didyma	Ten. p.p.							Scrophulariaceae	N	N	VEDI5	
VESC2	41942	Veronica	scutellata	L.							Scrophulariaceae	Y	Y	VESC2	
VESCV	41942	Veronica	scutellata	L.			villosa	Schumacher			Scrophulariaceae	N	N	VESCV	
VESE	41945	Veronica	serpyllifolia	L.							Scrophulariaceae	Y	Y	VESE	
VETE7	41918	Veronica	teucrium	L.							Scrophulariaceae	Y	N	VETE7	
VEAUT	41918	Veronica	austriaca	L.	teucrium	(L.) D.A. Webb					Scrophulariaceae	N	Y	VEAUT	
VECR3	41918	Veronica	crinita	Kit.							Scrophulariaceae	N	N	VECR3	
VELA2	41918	Veronica	latifolia	L.							Scrophulariaceae	N	N	VELA2	
VEVE	41951	Veronica	verna	L.							Scrophulariaceae	Y	Y	VEVE	
VERON2	41954	Veronicastrum		Heister ex Fabr.							Scrophulariaceae	Y	Y	VERON2	
VEVI4	41953	Veronicastrum	virginicum	(L.) Farw.							Scrophulariaceae	Y	Y	VEVI4	
LEVI12	41953	Leptandra	virginica	(L.) Nutt.							Scrophulariaceae	N	N	LEVI12	
VEVI6	41953	Veronica	virginica	L.							Scrophulariaceae	N	N	VEVI6	
SELAG	37032	Selaginella		Beauv.							Selaginellaceae	Y	Y	SELAG	
SEEC	36994	Selaginella	eclipes	Buck							Selaginellaceae	Y	Y	SEEC	
VP-368	36994	Selaginella	apoda	(L.) Spring, sensu latu							Selaginellaceae	N	N		
SERU	37014	Selaginella	rupestris	(L.) Spring							Selaginellaceae	Y	Y	SERU	
LYRU3	37014	Lycopodium	rupestre	L.							Selaginellaceae	N	N	LYRU3	
AILAN	985	Ailanthus		Desf.							Simaroubaceae	Y	Y	AILAN	
AIAL	984	Ailanthus	altissima	(Mill.) Swingle							Simaroubaceae	Y	Y	AIAL	yes
AIGL	984	Ailanthus	glandulosa	Desf.							Simaroubaceae	N	N	AIGL	
SMILA2	37816	Smilax		L.							Smilacaceae	Y	Y	SMILA2	
SMEC	37798	Smilax	ecirrhata	S. Watson							Smilacaceae	Y	Y	SMEC	
NEEC	37798	Nemexia	ecirrata	(Engelm. ex Kunth) Small							Smilacaceae	N	N	NEEC	
SMHI	37814	Smilax	hispida	Muhl. ex Torr.							Smilacaceae	Y	N	SMHI	
SMHIA	37814	Smilax	hispida	Muhl. ex Torr.			australis	Small			Smilacaceae	N	N	SMHIA	
SMHIM	37814	Smilax	hispida	Muhl. ex Torr.			montana	Coker			Smilacaceae	N	N	SMHIM	
SMTA2	37814	Smilax	tamnoides	L.							Smilacaceae	N	Y	SMTA2	
SMTAH	37814	Smilax	tamnoides	L.			hispida	(Muhl. ex Torr.) Fernald			Smilacaceae	N	N	SMTAH	
